ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethod,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/numberOfTenderers,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID
ocds-dgv273-seacev3-1241618,ocds-dgv273-seacev3-1241618-2026-09-18T10:23:23.680645-05:00,compiled,2026-09-18T10:23:23.680632-05:00,ocds-dgv273-seacev3-1241618,2026-09-18T10:23:23.680651-05:00,tender,PE-CONSUCODE-33,GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL,Fondos Públicos,1241618,CP-ABR-27-2026-GRA-CS-1,"SERVICIO DE INSTALACIÓN DE PALESTRA DE 4.40 X 4.50 DE ESTRUCTURA DE PALESTRA PARA EL PLAN DE 01 NEGOCIO DENOMINADO: ¿MEJORAMIENTO DE LOS SERVICIOS DE TURISMO RURAL COMUNITARIO DE LA ASOCIACION AGRO ECO TURISMO ESPEJITO DEL HUASCARAN DEL CASERIO DE COPTAC, DISTRITO DE YUNGAY, PROVINCIA DE YUNGAY",PE-CONSUCODE-33,GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL,2026-08-14T17:55:00-05:00,,Concurso Público Abreviado,services,services,55000.0,PEN,Soles,55000.0,2026-08-14T00:00:00-05:00,2026-08-14T00:00:00-05:00,12,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-15T00:01:00-05:00,2026-08-19T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1244772,ocds-dgv273-seacev3-1244772-2026-09-18T10:23:23.629091-05:00,compiled,2026-09-18T10:23:23.629077-05:00,ocds-dgv273-seacev3-1244772,2026-09-18T10:23:23.629096-05:00,tender,PE-CONSUCODE-1320,MUNICIPALIDAD DISTRITAL DE LA MOLINA,Fondos Públicos,1244772,LP-ABR-22-2026-MDLM-1,"ADQUISICION DE CHALECO ANTIBALAS DE USO EXTERIOR NIVEL III-A QUE PROTEJA EL 100% PECHO, ESPALDA Y LATERALES PARA EL PERSONAL OPERATIVO DE LA SUBGERENCIA DE SERENAZGO DE LA MUNICIPALIDAD DE LA MOLINA",PE-CONSUCODE-1320,MUNICIPALIDAD DISTRITAL DE LA MOLINA,2026-08-26T16:12:00-05:00,,Licitación Pública Abreviada,goods,goods,200000.0,PEN,Soles,200000.0,2026-08-26T00:00:00-05:00,2026-08-26T00:00:00-05:00,9,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-27T00:01:00-05:00,2026-08-31T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1251201,ocds-dgv273-seacev3-1251201-2026-09-18T10:23:23.572577-05:00,compiled,2026-09-18T10:23:23.572564-05:00,ocds-dgv273-seacev3-1251201,2026-09-18T10:23:23.572583-05:00,tender,PE-CONSUCODE-1561,MUNICIPALIDAD DISTRITAL DE PALLANCHACRA,Fondos Públicos,1251201,LP-ABR-4-2026-MDP-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: CREACIÓN DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LOCAL DE USOS MÚLTIPLES DE CENTRO POBLADO DE NUEVO ORIENTE, DISTRITO DE PALLANCHACRA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO CON CUI N° 2726983",PE-CONSUCODE-1561,MUNICIPALIDAD DISTRITAL DE PALLANCHACRA,2026-08-31T23:55:00-05:00,,Licitación Pública Abreviada,works,works,425580.68,PEN,Soles,425580.68,2026-08-31T00:00:00-05:00,2026-08-31T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-09-01T00:01:00-05:00,2026-09-03T23:59:00-05:00,2,CREACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LOCAL DE USOS MULTIPLES DE CENTRO POBLADO DE NUEVO ORIENTE   DISTRITO DE PALLANCHACRA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,2726983
ocds-dgv273-seacev3-1246180,ocds-dgv273-seacev3-1246180-2026-09-18T10:23:23.559385-05:00,compiled,2026-09-18T10:23:23.559372-05:00,ocds-dgv273-seacev3-1246180,2026-09-18T10:23:23.559390-05:00,tender,PE-CONSUCODE-1726,MUNICIPALIDAD DISTRITAL DE PHARA,Fondos Públicos,1246180,CP-ABR-1-2026-MDP/C-1,"CONTRATACIÓN DE SERVICIO DE CONSULTORÍA PARA SUPERVISION DE OBRA DE LA IOARR: ¿RENOVACION DE PUENTE Y PUENTE; EN EL(LA) CAMINO VECINAL PU-576 (PUENTE CHACAPAMPA Y PUENTE CHAQUIMAYO), DEL TRAMO: CAHUICHAÑA - CHEJANI, EN EL CENTRO POBLADO CHEJANI, DISTRITO DE PHARA, PROVINCIA SANDIA, DEPARTAMENTO PUNO",PE-CONSUCODE-1726,MUNICIPALIDAD DISTRITAL DE PHARA,2026-08-31T23:10:00-05:00,,Concurso Público Abreviado,services,services,106694.03,PEN,Soles,106694.03,2026-08-31T00:00:00-05:00,2026-08-31T00:00:00-05:00,2,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-09-01T00:01:00-05:00,2026-09-03T23:59:00-05:00,2,"RENOVACION DE PUENTE Y PUENTE; EN EL(LA) CAMINO VECINAL PU-576 (PUENTE CHACAPAMPA Y PUENTE CHAQUIMAYO), DEL TRAMO: CAHUICHAÑA - CHEJANI, EN EL CENTRO POBLADO CHEJANI, DISTRITO DE PHARA, PROVINCIA SANDIA, DEPARTAMENTO PUNO",2676475
ocds-dgv273-seacev3-1243227,ocds-dgv273-seacev3-1243227-2026-09-18T10:23:23.552719-05:00,compiled,2026-09-18T10:23:23.552693-05:00,ocds-dgv273-seacev3-1243227,2026-09-18T10:23:23.552725-05:00,tender,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,Fondos Públicos,1243227,LP-ABR-231-2026-GR PUNO/OC-1,"ADQUISICIÓN DE EQUIPOS DE MOLIENDA, PULVERIZACIÓN Y MEZCLADO SEGÚN REQUERIMIENTO Y ESPECIFICACIONES TÉCNICAS, PARA EL PROYECTO: MEJORAMIENTO DE LA PRODUCCIÓN DE DERIVADOS DE QUINUA EN HARINA EXTRUIDA Y POP EXTRUIDO DE LA EMPRESA CORPORACIÓN DALSAR SOCIEDAD ANÓNIMA CERRADA DE PUNO - PUNO - PUNO.",PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-08-20T17:17:00-05:00,,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-08-20T00:00:00-05:00,2026-08-20T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-21T00:01:00-05:00,2026-08-25T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1250481,ocds-dgv273-seacev3-1250481-2026-09-18T10:23:23.507368-05:00,compiled,2026-09-18T10:23:23.507355-05:00,ocds-dgv273-seacev3-1250481,2026-09-18T10:23:23.507373-05:00,tender,PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,Fondos Públicos,1250481,LP-ABR-13-2026-CS/MPJB-1,"CONTRATACIÓN DE EJECUCIÓN DE OBRA: IOARR ""REMODELACIÓN DE SUMINISTRO DE ENERGÍA ELECTRICA; EN EL(LA) SUB GERENCIA DE SERVICIO SOCIALES, EDUCACIÓN, CULTURA Y DEPORTE DE LA MUNICIPALIDAD PROVINCIAL JORGE BASADRE, DISTRITO DE LOCUMBA, PROVINCIA JORGE BASADRE, DEPARTAMENTO DE TACNA"" CON CUI 2654894",PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,2026-08-03T23:38:00-05:00,,Licitación Pública Abreviada,works,works,0.0,PEN,Soles,0.0,2026-08-03T00:00:00-05:00,2026-08-03T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-04T00:01:00-05:00,2026-08-07T23:59:00-05:00,3,"REMODELACION DE SUMINISTRO DE ENERGIA ELECTRICA; EN EL(LA) SUB GERENCIA DE SERVICIOS SOCIALES, EDUCACIÓN, CULTURA Y DEPORTE DE LA MUNICIPALIDAD PROVINCIAL JORGE BASADRE,  DISTRITO DE LOCUMBA, PROVINCIA JORGE BASADRE, DEPARTAMENTO TACNA",2654894
ocds-dgv273-seacev3-1244710,ocds-dgv273-seacev3-1244710-2026-09-18T10:23:23.478253-05:00,compiled,2026-09-18T10:23:23.478239-05:00,ocds-dgv273-seacev3-1244710,2026-09-18T10:23:23.478258-05:00,tender,PE-CONSUCODE-1272,MUNICIPALIDAD DISTRITAL DE CHAO,Fondos Públicos,1244710,LP-ABR-6-2026-MDCH/CS-1,"EJECUCIÓN DE LA OBRA ¿AMPLIACION DEL SERVICIO DE EDUCACION EN LA I. E.I. N°2109 EN LA LOCALIDAD DE CHAO DEL DISTRITO DE CHAO - PROVINCIA DE VIRU - DEPARTAMENTO DE LA LIBERTAD¿, CUI N° 2554417",PE-CONSUCODE-1272,MUNICIPALIDAD DISTRITAL DE CHAO,2026-08-26T16:58:00-05:00,,Licitación Pública Abreviada,works,works,1413547.1,PEN,Soles,1413547.1,2026-08-26T00:00:00-05:00,2026-08-26T00:00:00-05:00,17,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-27T00:01:00-05:00,2026-08-31T23:59:00-05:00,4,AMPLIACION DEL SERVICIO DE EDUCACION EN LA I. E.I. N°2109 EN LA LOCALIDAD DE CHAO DEL DISTRITO DE CHAO - PROVINCIA DE VIRU - DEPARTAMENTO DE LA LIBERTAD,2554417
ocds-dgv273-seacev3-1238071,ocds-dgv273-seacev3-1238071-2026-09-18T10:23:23.436315-05:00,compiled,2026-09-18T10:23:23.436303-05:00,ocds-dgv273-seacev3-1238071,2026-09-18T10:23:23.436320-05:00,tender,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,Fondos Públicos,1238071,LP-ABR-28-2026-MML-OGA-OL-1,ADQUISICION DE VIVERES SECOS PARA LA MUNICIPALIDAD METROPOLITANA DE LIMA ¿ PROCEDIMIENTO CLASICO,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,2026-08-03T15:58:00-05:00,,Licitación Pública Abreviada,goods,goods,405553.23,PEN,Soles,405553.23,2026-08-03T00:00:00-05:00,2026-08-03T00:00:00-05:00,9,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-04T00:01:00-05:00,2026-08-07T23:59:00-05:00,3,,
ocds-dgv273-seacev3-1245678,ocds-dgv273-seacev3-1245678-2026-09-18T10:23:23.383925-05:00,compiled,2026-09-18T10:23:23.383912-05:00,ocds-dgv273-seacev3-1245678,2026-09-18T10:23:23.383931-05:00,tender,PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,Fondos Públicos,1245678,LP-ABR-34-2026-GRA-SEDECENTRAL-1,"ADQUISICIÓN DE AMBULANCIA URBANA Y RURAL TIPO II PARA LA META 102 ¿MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO HUANTA, DANIEL ALCIDES CARRION, DISTRITO DE HUANTA, PROVINCIA DE HUANTA - AYACUCHO¿",PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,2026-08-28T17:30:00-05:00,,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-08-28T00:00:00-05:00,2026-08-28T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-29T00:01:00-05:00,2026-09-02T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1242593,ocds-dgv273-seacev3-1242593-2026-09-18T10:23:23.362474-05:00,compiled,2026-09-18T10:23:23.362461-05:00,ocds-dgv273-seacev3-1242593,2026-09-18T10:23:23.362479-05:00,tender,PE-CONSUCODE-200302,II DIRECCION TERRITORIAL DE POLICIA CHICLAYO,Fondos Públicos,1242593,CP-ABR-79-2026-II-DIRTEPOL-CHICLAYO-1,SERVICIO DE ALIMENTACIÓN PARA PERSONAL PNP (OFICIALES Y SUBOFICIALES DE ARMAS Y DE SERVICIOS) PERTENECIENTE A LA CPNP BAMBAMARCA,PE-CONSUCODE-200302,II DIRECCION TERRITORIAL DE POLICIA CHICLAYO,2026-08-19T10:11:00-05:00,,Concurso Público Abreviado,services,services,127476.0,PEN,Soles,127476.0,2026-08-19T00:00:00-05:00,2026-08-19T00:00:00-05:00,2,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-20T00:01:00-05:00,2026-08-25T23:59:00-05:00,5,,
ocds-dgv273-seacev3-1240193,ocds-dgv273-seacev3-1240193-2026-09-18T10:23:23.345758-05:00,compiled,2026-09-18T10:23:23.345741-05:00,ocds-dgv273-seacev3-1240193,2026-09-18T10:23:23.345764-05:00,tender,PE-CONSUCODE-1299,MUNICIPALIDAD DISTRITAL DE MOCHUMI,Fondos Públicos,1240193,LP-ABR-2-2026-MDM/CS-1,"""CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL CENTRO POBLADO LA PIEDRA DEL DISTRITO DE ¿OCHUMI DE LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE""; con CUI Nº 2726545.",PE-CONSUCODE-1299,MUNICIPALIDAD DISTRITAL DE MOCHUMI,2026-08-10T23:38:00-05:00,,Licitación Pública Abreviada,works,works,395781.64,PEN,Soles,395781.64,2026-08-10T00:00:00-05:00,2026-08-10T00:00:00-05:00,13,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,395781.64,PEN,Soles,2026-08-11T00:01:00-05:00,2026-08-13T23:59:00-05:00,2,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL CENTRO POBLADO LA PIEDRA DEL   DISTRITO DE MOCHUMI DE LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE,2726545
ocds-dgv273-seacev3-1244427,ocds-dgv273-seacev3-1244427-2026-09-18T10:23:23.283273-05:00,compiled,2026-09-18T10:23:23.283259-05:00,ocds-dgv273-seacev3-1244427,2026-09-18T10:23:23.283278-05:00,tender,PE-CONSUCODE-814,MUNICIPALIDAD DISTRITAL DE ECHARATE,Fondos Públicos,1244427,COMPRE-COMPRE-29-2026-DEC-MDE/LC-1,"CONTRATACION DE SERVICIO DE ALQUILER DE MAQUINARIA, 01 EXCAVADORA SOBRE ORUGAS A TODO COSTO, PARA LA ACTIVIDAD: ""LIMPIEZA Y DESCOLMATACION DEL CAUCE DEL RIO TALANCATO EN EL SECTOR DE TALANCATO, DISTRITO ECHARATE , PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO.",PE-CONSUCODE-814,MUNICIPALIDAD DISTRITAL DE ECHARATE,2026-08-25T18:21:00-05:00,open,Comparación de Precios,services,services,95000.0,PEN,Soles,95000.0,2026-08-25T00:00:00-05:00,2026-08-25T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,95000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1244439,ocds-dgv273-seacev3-1244439-2026-09-18T10:23:23.274924-05:00,compiled,2026-09-18T10:23:23.274911-05:00,ocds-dgv273-seacev3-1244439,2026-09-18T10:23:23.274930-05:00,tender,PE-CONSUCODE-2409,SOCIEDAD ELECTRICA DEL SUR OESTE S.A.,Fondos Públicos,1244439,LP-ABR-3-2026-SEAL-2,ADQUISICION DE AISLADORES POLIMERICOS PARA TRANSMISION Y GENERACION,PE-CONSUCODE-2409,SOCIEDAD ELECTRICA DEL SUR OESTE S.A.,2026-08-25T18:18:00-05:00,,Licitación Pública Abreviada,goods,goods,210170.0,PEN,Soles,210170.0,2026-08-25T00:00:00-05:00,2026-08-25T00:00:00-05:00,7,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-26T00:01:00-05:00,2026-08-28T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1243825,ocds-dgv273-seacev3-1243825-2026-09-18T10:23:23.189119-05:00,compiled,2026-09-18T10:23:23.189106-05:00,ocds-dgv273-seacev3-1243825,2026-09-18T10:23:23.189125-05:00,tender,PE-CONSUCODE-1317,MUNICIPALIDAD DISTRITAL DE EL AGUSTINO,Fondos Públicos,1243825,LP-ABR-33-2026-MDEA/CS-1,"EJECUCIÓN DE OBRA DEL PROYECTO: ""RENOVACION DE AREAS VERDES Y LOSA DEPORTIVA; EN EL(LA) PARQUE TARAPACA EN EL JR. SAN FRANCISCO DISTRITO DE EL AGUSTINO, PROVINCIA LIMA, DEPARTAMENTO LIMA"" CUI 2736637",PE-CONSUCODE-1317,MUNICIPALIDAD DISTRITAL DE EL AGUSTINO,2026-08-24T18:51:00-05:00,,Licitación Pública Abreviada,works,works,187510.76,PEN,Soles,187510.76,2026-08-24T00:00:00-05:00,2026-08-24T00:00:00-05:00,13,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-25T00:01:00-05:00,2026-08-27T23:59:00-05:00,2,"RENOVACION DE AREA VERDE Y LOSA DEPORTIVA; EN EL(LA) PARQUE TARAPACA EN EL JR. SAN FRANCISCO  DISTRITO DE EL AGUSTINO, PROVINCIA LIMA, DEPARTAMENTO LIMA",2736637
ocds-dgv273-seacev3-1245549,ocds-dgv273-seacev3-1245549-2026-09-18T10:23:23.107059-05:00,compiled,2026-09-18T10:23:23.107036-05:00,ocds-dgv273-seacev3-1245549,2026-09-18T10:23:23.107065-05:00,tender,PE-CONSUCODE-200112,SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUANCAYO,Fondos Públicos,1245549,CP-ABR-2-2026-DEC/SATH-1,CONTRATACION DEL SERVICIO DE SEGURIDAD Y VIGILANCIA INSTITUCIONAL PARA LAS OFICINAS INSTITUCIONALES DEL SATH,PE-CONSUCODE-200112,SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUANCAYO,2026-08-28T15:20:00-05:00,,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-08-28T00:00:00-05:00,2026-08-28T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-29T00:01:00-05:00,2026-09-02T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1243477,ocds-dgv273-seacev3-1243477-2026-09-18T10:23:23.040230-05:00,compiled,2026-09-18T10:23:23.040216-05:00,ocds-dgv273-seacev3-1243477,2026-09-18T10:23:23.040235-05:00,tender,PE-CONSUCODE-10508,GOBIERNO REGIONAL DE LA LIBERTAD - SALUD UTES SANTIAGO DE CHUCO,Fondos Públicos,1243477,SIE-SIE-4-2026-RED-SSCH-1,"ADQUISICION DE 3,759.8965 GALONES DE COMBUSTIBLE DIESEL B5, PARA EL TRASLADO ASISTIDO DE PACIENTES POR EMERGENCIA DE LOS ESTABLECIMIENTOS DE SALUD SIS, DE LA RED INTEGRADA DE SALUD SANTIAGO DE CHUCO AÑO - 2026",PE-CONSUCODE-10508,GOBIERNO REGIONAL DE LA LIBERTAD - SALUD UTES SANTIAGO DE CHUCO,2026-08-24T08:53:00-05:00,open,Subasta Inversa Electrónica,goods,goods,109037.0,PEN,Soles,109037.0,2026-08-24T00:00:00-05:00,2026-08-24T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,109037.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1241100,ocds-dgv273-seacev3-1241100-2026-09-18T10:23:23.033265-05:00,compiled,2026-09-18T10:23:23.033251-05:00,ocds-dgv273-seacev3-1241100,2026-09-18T10:23:23.033271-05:00,tender,PE-CONSUCODE-200268,GOBIERNO REGIONAL DE HUANCAVELICA - SUB REGION HUAYTARA,Fondos Públicos,1241100,LP-SM-1-2026-GSR-H/CS-1,"CONTRATACION DE EJECUCION DE OBRA: MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN PRIMARIA Nº 22118 DE CENTRO POBLADO DE INGAHUASI DEL DISTRITO DE PILPICHACA - PROVINCIA DE HUAYTARÁ - DEPARTAMENTO DE HUANCAVELICA, CUI Nº 2524272",PE-CONSUCODE-200268,GOBIERNO REGIONAL DE HUANCAVELICA - SUB REGION HUAYTARA,2026-08-13T13:10:00-05:00,open,Licitación Pública,works,works,6356119.21,PEN,Soles,6356119.21,2026-08-13T00:00:00-05:00,2026-08-13T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-14T00:01:00-05:00,2026-08-24T23:59:00-05:00,10,MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA N° 22118 DEL CENTRO POBLADO DE INGAHUASI DEL DISTRITO DE PILPICHACA - PROVINCIA DE HUAYTARA - DEPARTAMENTO DE HUANCAVELICA,2524272
ocds-dgv273-seacev3-1240472,ocds-dgv273-seacev3-1240472-2026-09-18T10:23:23.025393-05:00,compiled,2026-09-18T10:23:23.025379-05:00,ocds-dgv273-seacev3-1240472,2026-09-18T10:23:23.025399-05:00,tender,PE-CONSUCODE-1891,UNIVERSIDAD NACIONAL DE INGENIERIA,Fondos Públicos,1240472,CONV-PROC-40-2026-UNI-1,SERVICIO DE MANTENIMIENTO PREVENTIVO DE INSTALACIONES ELÉCTRICAS,PE-CONSUCODE-1891,UNIVERSIDAD NACIONAL DE INGENIERIA,2026-08-12T22:22:00-05:00,open,Convenio,services,services,29000.4,PEN,Soles,29000.4,2026-08-12T00:00:00-05:00,2026-08-12T00:00:00-05:00,5,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE CTI PARA FORTALECER EL SISTEMA NACIONAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",2522559
ocds-dgv273-seacev3-1242340,ocds-dgv273-seacev3-1242340-2026-09-18T10:23:23.013014-05:00,compiled,2026-09-18T10:23:23.012999-05:00,ocds-dgv273-seacev3-1242340,2026-09-18T10:23:23.013020-05:00,tender,PE-CONSUCODE-421,MUNICIPALIDAD DISTRITAL DE YARABAMBA,Fondos Públicos,1242340,SIE-SIE-3-2026-MDY-1,"ADQUISICIÓN DE DIESEL B5 S50 PARA EL PLAN DE TRABAJO DENOMINADO: PLAN DE ABASTECIMIENTO DE COMBUSTIBLE PARA EL POOL DE MAQUINARIA PESADA Y MAQUINARIA DE LA GERENCIA DE MEDIO AMBIENTE Y SERVICIOS PÚBLICOS DE LA MUNICIPALIDAD DISTRITAL DE YARABAMBA, AREQUIPA, AREQUIPA",PE-CONSUCODE-421,MUNICIPALIDAD DISTRITAL DE YARABAMBA,2026-08-18T15:47:00-05:00,open,Subasta Inversa Electrónica,goods,goods,100028.52,PEN,Soles,100028.52,2026-08-18T00:00:00-05:00,2026-08-18T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1250817,ocds-dgv273-seacev3-1250817-2026-09-18T10:23:22.502598-05:00,compiled,2026-09-18T10:23:22.502585-05:00,ocds-dgv273-seacev3-1250817,2026-09-18T10:23:22.502604-05:00,tender,PE-CONSUCODE-30,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,Fondos Públicos,1250817,RES-PROC-11-2026-RENIEC-1,Servicio de mantenimiento preventivo y conservación de infraestructura física de local del Centro de Atención Cusco en el marco del proceso de Elecciones Regionales y Municipales 2026 - PAS N° 11-2026/RENIEC/LEY N°32513,PE-CONSUCODE-30,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,2026-09-16T22:12:00-05:00,open,Regímen Especial,services,services,138000.0,PEN,Soles,138000.0,2026-08-17T00:00:00-05:00,2026-08-17T00:00:00-05:00,27,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-21T08:00:00-05:00,2026-08-24T17:00:00-05:00,3,,
ocds-dgv273-seacev3-2026-2543-447,ocds-dgv273-seacev3-2026-2543-447-2026-09-18T10:23:22.418642-05:00,compiled,2026-09-18T10:23:22.418628-05:00,ocds-dgv273-seacev3-2026-2543-447,2026-09-18T10:23:22.418647-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,1242609,LP-SM-7-2026-ESSALUD/RPL-1,ADQUISICIÓN DE REACTIVOS DE CITOMETRIA DE FLUJO CON EQUIPO EN CALIDAD DE COMODATO SERVICIO DE PATOLOGIA CLINICA HNAAA- RPL,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-08-19T18:47:00-05:00,open,Licitación Pública,goods,goods,0.0,PEN,Soles,0.0,2026-08-19T00:00:00-05:00,2026-08-19T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-20T00:01:00-05:00,2026-09-02T23:59:00-05:00,13,,
ocds-dgv273-seacev3-1241570,ocds-dgv273-seacev3-1241570-2026-09-18T10:23:22.404738-05:00,compiled,2026-09-18T10:23:22.404725-05:00,ocds-dgv273-seacev3-1241570,2026-09-18T10:23:22.404744-05:00,tender,PE-CONSUCODE-1116,MUNICIPALIDAD DISTRITAL DE PERENE,Fondos Públicos,1241570,SIE-SIE-7-2026-DEC/MDP-1,"CONTRATACION DE SUMINISTRO DE DIESEL B5 S50 PARA RECOLECION, TRASLADO Y DISPOSICION FINAL DE RESIDUOS SOLIDOS MUNICIPALES EN EL DISTRITO DE PERENE.",PE-CONSUCODE-1116,MUNICIPALIDAD DISTRITAL DE PERENE,2026-08-14T17:13:00-05:00,open,Subasta Inversa Electrónica,goods,goods,240000.0,PEN,Soles,240000.0,2026-08-14T00:00:00-05:00,2026-08-14T00:00:00-05:00,2,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,515000.0,PEN,Soles,,,,,
