ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/numberOfTenderers
ocds-dgv273-seacev3-1233337,ocds-dgv273-seacev3-1233337-2026-08-07T10:22:30.248197-05:00,compiled,2026-08-07T10:22:30.248184-05:00,ocds-dgv273-seacev3-1233337,2026-08-07T10:22:30.248203-05:00,tender,PE-CONSUCODE-48,GOBIERNO REGIONAL DE PIURA SEDE CENTRAL,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN PUENTE PEATONAL MODULAR EN LA INTERSECCIÓN DE AV. SÁNCHEZ CERRO Y MARTIREZ DE UCHURACAY (EX COUNTRY)   DISTRITO DE PIURA DE LA PROVINCIA DE PIURA DEL DEPARTAMENTO DE PIURA,2671331,1233337,LP-ABR-2-2026-GRP-GRI-CS-1-2,CONTRATACION DE LA EJECUCION DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN PUENTE PEATONAL MODULAR EN LA INTERSECCIÓN DE AV. SÁNCHEZ CERRO Y MARTIREZ DE UCHURACAY EX COUNTRY DISTRITO DE PIURA DE LA PROVINCIA DE PIURA DEL DEPARTAMENTO DE PIURA CUI N2671331,PE-CONSUCODE-48,GOBIERNO REGIONAL DE PIURA SEDE CENTRAL,2026-07-13T16:03:00-05:00,Licitación Pública Abreviada,works,works,4916235.53,PEN,Soles,4916235.53,2026-07-13T00:00:00-05:00,2026-07-13T00:00:00-05:00,2026-07-14T00:01:00-05:00,2026-07-16T23:59:00-05:00,2,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,7
ocds-dgv273-seacev3-1233198,ocds-dgv273-seacev3-1233198-2026-08-07T10:22:30.162299-05:00,compiled,2026-08-07T10:22:30.162286-05:00,ocds-dgv273-seacev3-1233198,2026-08-07T10:22:30.162304-05:00,tender,PE-CONSUCODE-10231,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,Fondos Públicos,PROGRAMA DE INFRAESTRUCTURA VIAL PARA LA COMPETITIVIDAD REGIONAL - PROREGIÓN 2,2605502,1233198,CONV-PROC-10-2026-MTC/21-CCII-1,CONSULTORÍA INDIVIDUAL DE ANALISTA TÉCNICO EN GESTIÓN ADMINISTRATIVA EN EL MARCO DE PROREGION,PE-CONSUCODE-10231,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,2026-07-13T13:00:00-05:00,Convenio,services,services,39000.0,PEN,Soles,39000.0,2026-07-10T00:00:00-05:00,2026-07-10T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,39000.0,PEN,Soles,3
ocds-dgv273-seacev3-1231418,ocds-dgv273-seacev3-1231418-2026-08-07T10:22:30.139763-05:00,compiled,2026-08-07T10:22:30.139749-05:00,ocds-dgv273-seacev3-1231418,2026-08-07T10:22:30.139768-05:00,tender,PE-CONSUCODE-1649,MUNICIPALIDAD DISTRITAL DE ACORA,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA CADENA PRODUCTIVA DEL CULTIVO DE AJOS EN LA ZONA LAGO DEL   DISTRITO DE ACORA DE LA PROVINCIA DE PUNO DEL DEPARTAMENTO DE PUNO,2595058,1231418,COMPRE-COMPRE-2-2026-MDA/DEC-3,ADQUISICIÓN DE FUNGICIDAS PARA LA EJECUCION DEL PROYECTO MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA CADENA PRODUCTIVA DEL CULTIVO DE AJOS EN LA ZONA LAGO DEL DISTRITO DE ACORA DE LA PROVINCIA DE PUNO DEL DEPARTAMENTO DE PUNO CON CUI Nº 2595058.,PE-CONSUCODE-1649,MUNICIPALIDAD DISTRITAL DE ACORA,2026-07-06T15:57:00-05:00,Comparación de Precios,goods,goods,68270.0,PEN,Soles,68270.0,2026-07-06T00:00:00-05:00,2026-07-06T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,68270.0,PEN,Soles,3
ocds-dgv273-seacev3-1237089,ocds-dgv273-seacev3-1237089-2026-08-07T10:22:29.963664-05:00,compiled,2026-08-07T10:22:29.963651-05:00,ocds-dgv273-seacev3-1237089,2026-08-07T10:22:29.963669-05:00,tender,PE-CONSUCODE-1210,MUNICIPALIDAD DISTRITAL DE COCHORCO,Fondos Públicos,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS  DE AGUA POTABLE Y SANEAMIENTO RURAL EN EL CASERÍO LA VIÑA,  DISTRITO DE COCHORCO - PROVINCIA DE SANCHEZ CARRION - DEPARTAMENTO DE LA LIBERTAD",2485259,1237089,LP-ABR-1-2026-MDC/CS-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN EL\nCASERIO LA VIÑA, DISTRITO DE COCHORCO ¿ PROVINCIA SANCHEZ CARRION ¿ DEPARTAMENTO LA LIBERTAD¿, CON CUI 2485259",PE-CONSUCODE-1210,MUNICIPALIDAD DISTRITAL DE COCHORCO,2026-07-30T19:06:00-05:00,Licitación Pública Abreviada,works,works,4731185.66,PEN,Soles,4731185.66,2026-07-30T00:00:00-05:00,2026-07-30T00:00:00-05:00,2026-07-31T00:01:00-05:00,2026-08-04T23:59:00-05:00,4,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1230114,ocds-dgv273-seacev3-1230114-2026-08-07T10:22:29.549324-05:00,compiled,2026-08-07T10:22:29.549311-05:00,ocds-dgv273-seacev3-1230114,2026-08-07T10:22:29.549329-05:00,tender,PE-CONSUCODE-218,MUNICIPALIDAD DISTRITAL DE HUANTAR,Fondos Públicos,CREACION DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN PUNA RUREC - CONTADERA - PUTAGA - QUISUAR - RACACHA - PATZIN Y UMAPAMPA DEL CENTRO POBLADO HUARAC DE CENTRO POBLADO HUARAC   DISTRITO DE HUANTAR DE LA PROVINCIA DE HUARI DEL DEPARTAMENTO DE ANCASH,2599772,1230114,CP-ABR-3-2025-MDHR/CS-1,CONTRATACIÓN DE SUPERVISOR PARA LA EJECUCION DE LA OBRA DENOMINADA: ¿CREACION DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN PUNA RUREC - CONTADERA - PUTAGA - QUISUAR - RACACHA - PATZIN Y UMAPAMPA DEL CENTRO POBLADO HUARAC DE CENTRO POBLADO HUARAC DISTRITO DE HUANTAR DE LA PROVINCIA DE HUARI DEL DE,PE-CONSUCODE-218,MUNICIPALIDAD DISTRITAL DE HUANTAR,2026-07-01T16:45:00-05:00,Concurso Público Abreviado,services,services,316379.56,PEN,Soles,316379.56,2026-07-01T00:00:00-05:00,2026-07-01T00:00:00-05:00,2026-07-02T00:01:00-05:00,2026-07-06T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,316379.56,PEN,Soles,6
ocds-dgv273-seacev3-1234823,ocds-dgv273-seacev3-1234823-2026-08-07T10:22:29.511067-05:00,compiled,2026-08-07T10:22:29.511054-05:00,ocds-dgv273-seacev3-1234823,2026-08-07T10:22:29.511073-05:00,tender,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,Fondos Públicos,,,1234823,RES-PROC-8-2025-SEDAPAL-3,"Servicio de un Especialista BIM y Gestión de Proyectos para la liberación de interferencias de las redes de agua y alcantarillado del proyecto Anillo Vial de Lima y el Callao, a cargo del Equipo Gestión de Liberación de Interferencias de la Gerencia de Proyectos y Obras",PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,2026-07-17T11:24:00-05:00,Regímen Especial,services,services,156000.0,PEN,Soles,156000.0,2026-07-17T00:00:00-05:00,2026-07-17T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,2
ocds-dgv273-seacev3-1234345,ocds-dgv273-seacev3-1234345-2026-08-07T10:22:29.496494-05:00,compiled,2026-08-07T10:22:29.496481-05:00,ocds-dgv273-seacev3-1234345,2026-08-07T10:22:29.496500-05:00,tender,PE-CONSUCODE-200216,INSTITUTO VIAL PROVINCIAL DE HUANUCO - IVP HUANUCO,Fondos Públicos,,,1234345,CP-ABR-17-2026-IVP-HUANUCO/CS-1,"Servicio de Mantenimiento Rutinario del CAMINO VECINAL NO PAVIMENTADO, TRAMO: EMP. PE-18A (CANCALLA) ¿ MATARA ¿ PILLCO ¿(KM 18+240) VERBENAPAMPA, (L =18.240 Km); ubicado en el distrito de CHURUBAMBA, provincia de HUANUCO, departamento de HUANUCO",PE-CONSUCODE-200216,INSTITUTO VIAL PROVINCIAL DE HUANUCO - IVP HUANUCO,2026-07-15T20:42:00-05:00,Concurso Público Abreviado,services,services,67850.69,PEN,Soles,67850.69,2026-07-15T00:00:00-05:00,2026-07-15T00:00:00-05:00,2026-07-16T00:01:00-05:00,2026-07-20T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,67850.69,PEN,Soles,3
ocds-dgv273-seacev3-1236879,ocds-dgv273-seacev3-1236879-2026-08-07T10:22:29.391217-05:00,compiled,2026-08-07T10:22:29.391205-05:00,ocds-dgv273-seacev3-1236879,2026-08-07T10:22:29.391223-05:00,tender,PE-CONSUCODE-1972,INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA,Fondos Privados,,,1236879,CONV-PROC-26-2026-INIA-1,Contratación de empresa prestadora de residuos sólidos (EPS) - SDC Nº 026-96259-2026- INIA,PE-CONSUCODE-1972,INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA,2026-07-24T17:57:00-05:00,Convenio,services,services,2000.0,PEN,Soles,2000.0,2026-07-24T00:00:00-05:00,2026-07-24T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,1
ocds-dgv273-seacev3-1235191,ocds-dgv273-seacev3-1235191-2026-08-07T10:22:29.370720-05:00,compiled,2026-08-07T10:22:29.370693-05:00,ocds-dgv273-seacev3-1235191,2026-08-07T10:22:29.370726-05:00,tender,PE-CONSUCODE-52,GOBIERNO REGIONAL DE TUMBES Sede Central,Fondos Públicos,,,1235191,DIRECTA-DIRECTA-35-2026-GRT-DEC-1,"CONTRATACIÓN DEL SERVICIO DE INTERVENCION INMEDIATA PARA LA EJECUCION DE LA ACTIVIDAD DENOMINADA ""LIMPIEZA Y DESCOLMATACIÓN DE LA QUEBRADA TRIGAL, DISTRITO DE CASITAS, PROVINCIA DE CONTRALMIRANTE VILLAR, DEPARTAMENTO TUMBES¿",PE-CONSUCODE-52,GOBIERNO REGIONAL DE TUMBES Sede Central,2026-07-17T23:54:00-05:00,Contratación Directa,services,services,699021.8,PEN,Soles,699021.8,,,,,,False,2026-07,añoPublicacionProceso;mesPublicacionProceso,direct,699021.8,PEN,Soles,2
ocds-dgv273-seacev3-1231042,ocds-dgv273-seacev3-1231042-2026-08-07T10:22:29.176597-05:00,compiled,2026-08-07T10:22:29.176582-05:00,ocds-dgv273-seacev3-1231042,2026-08-07T10:22:29.176602-05:00,tender,PE-CONSUCODE-172,MUNICIPALIDAD DISTRITAL DE MIRGAS,Fondos Públicos,"RENOVACION DE SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE; EN EL(LA) LOCALIDAD DE VILLA DE JAPIA DEL  DISTRITO DE MIRGAS, PROVINCIA ANTONIO RAYMONDI, DEPARTAMENTO ANCASH",2681245,1231042,LP-ABR-3-2026-MDM/CS-1,"EJECUCION DE LA OBRA: RENOVACIÓN DE SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE; EN LA LOCALIDAD DE VILLA DE JAPIA DEL DISTRITO DE MIRGAS, PROVINCIA ANTONIO RAYMONDI, DEPARTAMENTO DE ANCASH CON CUI N 2681245",PE-CONSUCODE-172,MUNICIPALIDAD DISTRITAL DE MIRGAS,2026-07-06T20:17:00-05:00,Licitación Pública Abreviada,works,works,358480.72,PEN,Soles,358480.72,2026-07-06T00:00:00-05:00,2026-07-06T00:00:00-05:00,2026-07-07T00:01:00-05:00,2026-07-09T23:59:00-05:00,2,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,10
ocds-dgv273-seacev3-1235111,ocds-dgv273-seacev3-1235111-2026-08-07T10:22:29.129067-05:00,compiled,2026-08-07T10:22:29.129052-05:00,ocds-dgv273-seacev3-1235111,2026-08-07T10:22:29.129073-05:00,tender,PE-CONSUCODE-10231,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,Fondos Públicos,PROGRAMA DE INFRAESTRUCTURA VIAL PARA LA COMPETITIVIDAD REGIONAL - PROREGIÓN 2,2605502,1235111,CONV-PROC-12-2026-MTC/21-CCII-1,CONSULTORÍA INDIVIDUAL DE ESPECIALISTA PARA LA GESTION SOCIAL DE LAS INTERVENCIONES EN EL MARCO DEL PROGRAMA PROREGION,PE-CONSUCODE-10231,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,2026-07-17T18:52:00-05:00,Convenio,services,services,60000.0,PEN,Soles,60000.0,2026-07-14T00:00:00-05:00,2026-07-14T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,60000.0,PEN,Soles,3
ocds-dgv273-seacev3-2026-2365-8,ocds-dgv273-seacev3-2026-2365-8-2026-08-07T10:22:28.396406-05:00,compiled,2026-08-07T10:22:28.396393-05:00,ocds-dgv273-seacev3-2026-2365-8,2026-08-07T10:22:28.396412-05:00,tender,PE-CONSUCODE-2365,ENTIDAD PRESTADORA  DE SERVICIO DE SANEAMIENTO DE ILO SA,Fondos Públicos,,,1231361,LP-ABR-7-2026-EPS ILO S.A.-1,ADQUISICIÓN DE EPPS PARA LA EPS ILO S.A.,PE-CONSUCODE-2365,ENTIDAD PRESTADORA  DE SERVICIO DE SANEAMIENTO DE ILO SA,2026-07-07T21:30:00-05:00,Licitación Pública Abreviada,goods,goods,53577.97,PEN,Soles,53577.97,2026-07-07T00:00:00-05:00,2026-07-07T00:00:00-05:00,2026-07-08T00:01:00-05:00,2026-07-10T23:59:00-05:00,2,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,30
ocds-dgv273-seacev3-1230925,ocds-dgv273-seacev3-1230925-2026-08-07T10:22:28.285453-05:00,compiled,2026-08-07T10:22:28.285441-05:00,ocds-dgv273-seacev3-1230925,2026-08-07T10:22:28.285460-05:00,tender,PE-CONSUCODE-1851,MUNICIPALIDAD DISTRITAL DE ITE,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA CADENA DE PRODUCCION DE GANADO VACUNO LECHERO Y GANADO VACUNO DE ENGORDE DEL   DISTRITO DE ITE DE LA PROVINCIA DE JORGE BASADRE DEL DEPARTAMENTO DE TACNA,2645525,1230925,LP-ABR-3-2026-OC-MDI-1,ADQUISICION DE MAQUINA DE PRODUCCION DE HIELO PARA EL PROYECTO: MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA CADENA DE PRODUCCIÓN DE GANADO VACUNO LECHERO Y GANADO VACUNO DE ENGORDE DEL DISTRITO DE ITE DE LA PROVINCIA DE JORGE BASADRE DEL DEPARTAMENTO DE TACNA,PE-CONSUCODE-1851,MUNICIPALIDAD DISTRITAL DE ITE,2026-07-03T15:54:00-05:00,Licitación Pública Abreviada,goods,goods,235000.0,PEN,Soles,235000.0,2026-07-03T00:00:00-05:00,2026-07-03T00:00:00-05:00,2026-07-04T00:01:00-05:00,2026-07-08T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,9
ocds-dgv273-seacev3-1231415,ocds-dgv273-seacev3-1231415-2026-08-07T10:22:28.118472-05:00,compiled,2026-08-07T10:22:28.118459-05:00,ocds-dgv273-seacev3-1231415,2026-08-07T10:22:28.118477-05:00,tender,PE-CONSUCODE-46,GOBIERNO REGIONAL DE MOQUEGUA SEDE CENTRAL,Fondos Públicos,,,1231415,COMPRE-COMPRE-9-2026-GRM-1,"ADQUISICIÓN DE OVINO DORPER HEMBRA PARA LA EJECUCIÓN DEL PLAN DE NEGOCIO ""MEJORAMIENTO DE LA PRODUCCIÓN DE OVINOS EN PIE EN EL AEO ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS PUQUIBURGUE PUQUINA, DISTRITO DE PUQUINA, PROVINCIA GENERAL SANCHEZ CERRO, REGIÓN MOQUEGUA",PE-CONSUCODE-46,GOBIERNO REGIONAL DE MOQUEGUA SEDE CENTRAL,2026-07-06T17:07:00-05:00,Comparación de Precios,goods,goods,58000.0,PEN,Nuevos Soles,58000.0,2026-07-06T00:00:00-05:00,2026-07-06T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,58000.0,PEN,Soles,3
ocds-dgv273-seacev3-1234119,ocds-dgv273-seacev3-1234119-2026-08-07T10:22:28.037074-05:00,compiled,2026-08-07T10:22:28.037061-05:00,ocds-dgv273-seacev3-1234119,2026-08-07T10:22:28.037080-05:00,tender,PE-CONSUCODE-10530,GOBIERNO REGIONAL DE LORETO-SALUD LORETO Y PERIFERICOS,Fondos Públicos,,,1234119,CP-ABR-8-2026-GRL-DRSL/30.01-2,"CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO DE LA INFRAESTRUCTURA DE LA IPRESS I-1 NUEVA ESPERANZA, DEL DISTRITO DE TENIENTE MANUEL CLAVERO, PROVINCIA DE PUTUMAYO, DEPARTAMENTO DE LORETO",PE-CONSUCODE-10530,GOBIERNO REGIONAL DE LORETO-SALUD LORETO Y PERIFERICOS,2026-07-15T12:39:00-05:00,Concurso Público Abreviado,services,services,90860.0,PEN,Soles,90860.0,2026-07-15T00:00:00-05:00,2026-07-15T00:00:00-05:00,2026-07-16T00:01:00-05:00,2026-07-20T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,90860.0,PEN,Soles,14
ocds-dgv273-seacev3-1233467,ocds-dgv273-seacev3-1233467-2026-08-07T10:22:28.014462-05:00,compiled,2026-08-07T10:22:28.014449-05:00,ocds-dgv273-seacev3-1233467,2026-08-07T10:22:28.014467-05:00,tender,PE-CONSUCODE-1251,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE CHUCA,Fondos Públicos,"CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) CAMPO DEPORTIVO MUNICIPAL EN EL CENTRO POBLADO SANTA CRUZ DE CHUCA, DISTRITO DE SANTA CRUZ DE CHUCA, PROVINCIA SANTIAGO DE CHUCO, DEPARTAMENTO LA LIBERTAD",2713920,1233467,LP-ABR-2-2026-MDSCCH/COMITE-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: EJECUCIÓN DE LA IOARR: CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) CAMPO DEPORTIVO MUNICIPAL EN EL CENTRO POBLADO SANTA CRUZ DE CHUCA, DISTRITO DE SANTA CRUZ DE CHUCA, PROVINCIA SANTIAGO DE CHUCO, DEPARTAMENTO LA LIBERTAD, CON CUI N° 27",PE-CONSUCODE-1251,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE CHUCA,2026-07-13T19:19:00-05:00,Licitación Pública Abreviada,works,works,571145.41,PEN,Soles,571145.41,2026-07-13T00:00:00-05:00,2026-07-13T00:00:00-05:00,2026-07-14T00:01:00-05:00,2026-07-16T23:59:00-05:00,2,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,571145.41,PEN,Soles,7
ocds-dgv273-seacev3-2026-1895-15,ocds-dgv273-seacev3-2026-1895-15-2026-08-07T10:22:27.954805-05:00,compiled,2026-08-07T10:22:27.954791-05:00,ocds-dgv273-seacev3-2026-1895-15,2026-08-07T10:22:27.954810-05:00,tender,PE-CONSUCODE-1895,UNIVERSIDAD NACIONAL DE TUMBES,Fondos Públicos,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE CTI PARA FORTALECER EL SISTEMA NACIONAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",2522559,1232151,CONV-PROC-7-2026-UNTUMBES-CE-1,"SERVICIO DE MANTENIMIENTO DE ESPECTROFOTOMETRO DE ABSORCIÓN ATÓMICA EN EL MARCO DEL PROYECTO ""ECONOMIA CIRCULAR EN LA AGROINDUSTRIA Y MEDIO AMBIENTE: DESDE BIOMASA RESIDUAL HASTA MATERIALES DE ALTO IMPACTO TECNOLÓGICO""",PE-CONSUCODE-1895,UNIVERSIDAD NACIONAL DE TUMBES,2026-07-08T16:28:00-05:00,Convenio,services,services,43907.8,PEN,Soles,43907.8,2026-07-08T00:00:00-05:00,2026-07-08T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,43907.8,PEN,Soles,1
ocds-dgv273-seacev3-1236347,ocds-dgv273-seacev3-1236347-2026-08-07T10:22:27.926098-05:00,compiled,2026-08-07T10:22:27.926084-05:00,ocds-dgv273-seacev3-1236347,2026-08-07T10:22:27.926103-05:00,tender,PE-CONSUCODE-2406,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE,Fondos Públicos,,,1236347,DIRECTA-DIRECTA-3-2026-EO-L-1,"CONTRATACION DEL SERVICIO DE ALQUILER DE GRUPOS ELECTROGENOS PARA LA GENERACION DE ENERGIA, SUMANDO UNA POTENCIA EFECTIVA NO MENOR A 7.71 MW (CONTINUA), DISTRIBUIDO EN LAS CENTRALES TERMICAS DE LOS SERVICIOS ELECTRICOS MENORES LORETO POR DESABASTECIMIENTO INMINENTE.",PE-CONSUCODE-2406,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE,2026-07-22T17:14:00-05:00,Contratación Directa,services,services,7376500.0,PEN,Soles,7376500.0,,,,,,False,2026-07,añoPublicacionProceso;mesPublicacionProceso,direct,,,,1
ocds-dgv273-seacev3-1235350,ocds-dgv273-seacev3-1235350-2026-08-07T10:22:27.826211-05:00,compiled,2026-08-07T10:22:27.826197-05:00,ocds-dgv273-seacev3-1235350,2026-08-07T10:22:27.826216-05:00,tender,PE-CONSUCODE-10208,HOSPITAL CAYETANO HEREDIA,Fondos Públicos,,,1235350,LP-ABR-9-2026-HNCH-1,ADQUISICION DE JUEGO DE CIRCUITO CORRUGADO PEDIATRICO DESCARTABLE PARA VENTILADOR MECANICO POR UN PERIODO DE VEINTICUATRO (24) MESES PARA EL DEPARTAMENTO DE FARMACIA DEL HOSPITAL NACIONAL CAYETANO HEREDIA,PE-CONSUCODE-10208,HOSPITAL CAYETANO HEREDIA,2026-07-20T15:55:00-05:00,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,2026-07-21T00:01:00-05:00,2026-07-24T23:59:00-05:00,3,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1230048,ocds-dgv273-seacev3-1230048-2026-08-07T10:22:27.800463-05:00,compiled,2026-08-07T10:22:27.800449-05:00,ocds-dgv273-seacev3-1230048,2026-08-07T10:22:27.800469-05:00,tender,PE-CONSUCODE-1679,MUNICIPALIDAD DISTRITAL DE AJOYANI,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN CAPACIDAD OPERATIVA DE SERVICIO DE MAQUINARIA PESADA DE LA MUNICIPALIDAD DISTRITAL DE AJOYANI   DISTRITO DE AJOYANI DE LA PROVINCIA DE CARABAYA DEL DEPARTAMENTO DE PUNO,2710639,1230048,LP-SM-3-2026-MDA/CS-1,"ADQUISICIÓN DE OMNIBUS PARA EL PROYECTO DE INVERSIÓN ¿MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN CAPACIDAD OPERATIVA DE SERVICIO DE MAQUINARIA PESADA DE LA MUNICIPALIDAD DISTRITAL DE AJOYANI, PROVINCIA DE CARABAYA, DEPARTAMENTO DE PUNO¿",PE-CONSUCODE-1679,MUNICIPALIDAD DISTRITAL DE AJOYANI,2026-07-01T13:02:00-05:00,Licitación Pública,goods,goods,0.0,PEN,Soles,0.0,2026-07-01T00:00:00-05:00,2026-07-01T00:00:00-05:00,2026-07-02T00:01:00-05:00,2026-07-10T23:59:00-05:00,8,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,
ocds-dgv273-seacev3-1232263,ocds-dgv273-seacev3-1232263-2026-08-07T10:22:26.751745-05:00,compiled,2026-08-07T10:22:26.751730-05:00,ocds-dgv273-seacev3-1232263,2026-08-07T10:22:26.751750-05:00,tender,PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,Fondos Públicos,"MEJORAMIENTO Y AMPLIACION DE LA INFRAESTRUCTURA DEL ESTADIO CIUDAD DE LAS AMÉRICAS ZONA I,  DISTRITO DE SAN JUAN BAUTISTA - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO",2420842,1232263,COMPRE-COMPRE-103-2026-GRA-SEDECENTRAL-1,"ADQUISICIÓN DE EQUIPAMIENTO PARA SERVICIOS HIGIÉNICOS, META 113, PROYECTO: ""MEJORAMIENTO Y AMPLIACIÓN DE LA INFRAESTRUCTURA DEL ESTADIO CIUDAD DE LAS AMERICAS ZONA I, DISTRITO DE SAN JUAN BAUTISTA, PROVINCIA DE HUAMANGA Y DEPARTAMENTO DE AYACUCHO"", CON CUI N° 2420842",PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,2026-07-08T18:03:00-05:00,Comparación de Precios,goods,goods,99615.0,PEN,Soles,99615.0,2026-07-08T00:00:00-05:00,2026-07-08T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,99615.0,PEN,Soles,3
